date,cl1,cl2,roll coef,day of month,roll last month,is end of month,date,month close,roll coef,perf month init,perf month corr,long only reinvested,long only not reinvested,pos strat 7,perf strat7,strat 7 reinvested,strat 7 not reinvested,pos strat 9,perf strat9,strat 9 reinvested,strat 9 not reinvested,unnamed: 22,unnamed: 23,trading cost,unnamed: 25,pos aver7 aver9,perf aver7 aver9,aver7 aver9 reinvested,aver7 aver9 not reinvested,0,0.1,trading cost .1,0.2
1/16/1985,25.62,25.57,-0.001951600312,11,-0.0007719027403,0,11/30/2000,33.82,-0.02609693146,0.03425076453,0.05882921551,1.158061479,1.152548072,1.0,0.05882921551,1.158061479,1.152548072,1.0,0.05882921551,1.058829216,1.058829216,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
1/17/1985,25.69,25.69,0.0,12,-0.0007719027403,0,12/29/2000,26.8,-0.02929617721,-0.2075694855,-0.1814725541,0.9479051044,0.9710755179,1.0,-0.1814725541,0.9479051044,0.9710755179,1.0,-0.1814725541,0.8666807735,0.8773566615,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
1/18/1985,25.68,25.75,0.002725856698,13,-0.0007719027403,0,1/31/2001,28.66,-0.05909541103,0.06940298507,0.09869916228,1.041462544,1.06977468,-1.0,-0.09869916228,0.8543476647,0.8723763556,-1.0,-0.09869916228,0.7811401072,0.7786574992,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
1/21/1985,25.97,25.76,-0.008086253369,14,-0.0007719027403,0,2/28/2001,27.39,-0.004039044093,-0.04431263084,0.01478278018,1.056858256,1.08455746,-1.0,-0.01478278018,0.841718031,0.8575935754,-1.0,-0.01478278018,0.7695926847,0.763874719,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
1/22/1985,25.55,25.34,-0.008219178082,15,-0.0007719027403,0,3/30/2001,26.29,0.00795153351,-0.04016064257,-0.03612159848,1.018682846,1.048435862,-1.0,0.03612159848,0.8721222317,0.8937151739,-1.0,0.03612159848,0.7973916026,0.7999963175,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
1/23/1985,25.38,25.18,-0.007880220646,16,-0.0007719027403,0,4/30/2001,28.46,0.01389371309,0.08254089007,0.07458935656,1.094665745,1.123025218,-1.0,-0.07458935656,0.8070711956,0.8191258173,-1.0,-0.07458935656,0.737914676,0.7254069609,0,0.0,0.0,0.7254069609,0,0.0,0,0.0,0,0.0,0.0,0.0
1/24/1985,25.28,25.13,-0.005933544304,17,-0.0007719027403,0,5/31/2001,28.37,0.01462904911,-0.003162333099,-0.01705604619,1.075995075,1.105969172,-1.0,0.01705604619,0.8208366392,0.8361818635,-1.0,0.01705604619,0.7505005828,0.7424630071,0,0.001186708861,0.0,0.7424630071,-1,0.01705604619,0,0.01705604619,1,0.001057455058,0.001057455058,0.01599859114
1/25/1985,25.25,25.08,-0.006732673267,18,-0.0007719027403,0,6/29/2001,26.25,0.005509641873,-0.07472682411,-0.08935587322,0.9798485955,1.016613299,-1.0,0.08935587322,0.8941832139,0.9255377368,-1.0,0.08935587322,0.8175622178,0.8318188803,0,0.001188118812,0.0,0.8318188803,-1,0.08935587322,0,0.1064119194,0,0.001142857143,0.001057455058,0.1053544644
1/28/1985,25.23,25.02,-0.008323424495,19,-0.0007719027403,0,7/31/2001,26.35,-0.005755947813,0.00380952381,-0.001700118064,0.9781827372,1.014913181,-1.0,0.001700118064,0.8957034309,0.9272378548,-1.0,0.001700118064,0.8189521701,0.8335189984,0,0.001189060642,0.0,0.8335189984,-1,0.001700118064,0,0.1081120375,0,0.001138519924,0.001057455058,0.1070545824
1/29/1985,25.38,25.19,-0.007486209614,20,-0.0007719027403,0,8/31/2001,27.2,-0.02641913602,0.03225806452,0.03801401233,1.015367388,1.052927193,-1.0,-0.03801401233,0.8616541497,0.8892238425,-1.0,-0.03801401233,0.7878205122,0.7955049861,0,0.001182033097,0.0,0.7955049861,-1,-0.03801401233,0,0.07009802515,0,0.001102941176,0.001057455058,0.06904057009
1/30/1985,25.67,25.37,-0.01168679392,21,-0.0007719027403,0,9/28/2001,23.43,0.00526513727,-0.1386029412,-0.1121838052,0.9014596106,0.9407433881,1.0,-0.1121838052,0.7649905084,0.7770400373,-1.0,0.1121838052,0.876201215,0.9076887912,0,0.001168679392,0.0,0.9076887912,-1,0.1121838052,0,0.1822818303,0,0.001280409731,0.001057455058,0.1812243752
1/31/1985,26.41,25.83,-0.02196137827,22,-0.0007719027403,1,10/31/2001,21.18,0.01422222222,-0.09603072983,-0.1012958671,0.8101454777,0.839447521,-1.0,0.1012958671,0.8424808853,0.8783359044,-1.0,0.1012958671,0.9649567769,1.008984658,0,0.001135933359,0.0,1.008984658,-1,0.1012958671,0,0.2835776974,0,0.001416430595,0.001057455058,0.2825202423
2/1/1985,26.74,26.26,-0.01795063575,1,-0.0007719027403,0,11/30/2001,19.44,0.01367781155,-0.0821529745,-0.09637519673,0.7320675479,0.7430723243,-1.0,0.09637519673,0.9236751464,0.9747111012,-1.0,0.09637519673,1.057954676,1.105359855,0,0.001121914734,0.0,1.105359855,-1,0.09637519673,0,0.3799528941,0,0.001543209877,0.001057455058,0.3788954391
2/4/1985,26.52,26.19,-0.01244343891,2,-0.0007719027403,0,12/31/2001,19.84,0.01352054082,0.02057613169,0.006898320137,0.7371175842,0.7499706444,-1.0,-0.006898320137,0.9173033395,0.967812781,-1.0,-0.006898320137,1.050656566,1.098461535,0,0.001131221719,0.0,1.098461535,-1,-0.006898320137,0,0.373054574,0,0.001512096774,0.001057455058,0.3719971189
2/5/1985,26.78,26.38,-0.01493651979,3,-0.0007719027403,0,1/31/2002,19.48,0.02857142857,-0.01814516129,-0.03166570211,0.7137762384,0.7183049423,-1.0,0.03166570211,0.9463503938,0.9994784831,-1.0,0.03166570211,1.083926344,1.130127237,0,0.001120238984,0.0,1.130127237,-1,0.03166570211,0,0.4047202761,0,0.001540041068,0.001057455058,0.4036628211
2/6/1985,27.07,26.68,-0.01440709272,4,-0.0007719027403,0,2/28/2002,21.74,0.01365991521,0.1160164271,0.08744499853,0.7761924005,0.8057499409,-1.0,-0.08744499853,0.863596785,0.9120334846,-1.0,-0.08744499853,0.9891424063,1.042682238,0,0.001108237902,0.0,1.042682238,-1,-0.08744499853,0,0.3172752776,0,0.001379944802,0.001057455058,0.3162178225
2/7/1985,27.21,26.71,-0.01837559721,5,-0.0007719027403,0,3/28/2002,26.31,0.01384364821,0.2102115915,0.1965516763,0.928754318,1.002301617,-1.0,-0.1965516763,0.6938553892,0.7154818083,-1.0,-0.1965516763,0.7947248082,0.8461305622,0,0.001102535832,0.0,0.8461305622,-1,-0.1965516763,0,0.1207236013,0,0.001140250855,0.001057455058,0.1196661462
2/8/1985,27.59,26.92,-0.02428416093,6,-0.0007719027403,0,4/30/2002,27.29,0.009373668513,0.0372481946,0.02340454639,0.9504913915,1.025706164,1.0,0.02340454639,0.7100947599,0.7388863547,1.0,0.02340454639,0.8133249819,0.8695351086,2,0.001087350489,0.002174700979,0.8673604076,-1,-0.02340454639,0,0.09731905486,0,0.001099303774,0.001057455058,0.0962615998
2/11/1985,28.04,27.42,-0.02211126961,7,-0.0007719027403,0,5/31/2002,25.31,-0.03269754768,-0.0725540491,-0.08192771762,0.8726198012,0.943778446,1.0,-0.08192771762,0.6519183169,0.6569586371,1.0,-0.08192771762,0.7466911224,0.7876073909,0,0.001069900143,0.002174700979,0.78543269,-1,0.08192771762,0,0.1792467725,0,0.001185302252,0.001057455058,0.1781893174
2/12/1985,27.36,26.56,-0.02923976608,8,-0.0007719027403,0,6/28/2002,26.86,0.007710100231,0.06124061636,0.09393816404,0.9545921032,1.03771661,1.0,0.09393816404,0.7131583267,0.7508968011,1.0,0.09393816404,0.8168339156,0.881545555,0,0.001096491228,0.002174700979,0.879370854,1,0.09393816404,0,0.2731849365,2,0.001116902457,0.003291259973,0.2698936765
2/13/1985,27.82,27.06,-0.02731847592,9,-0.0007719027403,0,7/31/2002,27.02,0.0003603603604,0.005956813105,-0.001753287126,0.9529184292,1.035963323,1.0,-0.001753287126,0.7119079554,0.749143514,1.0,-0.001753287126,0.8154017712,0.8797922679,0,0.001078360891,0.002174700979,0.8776175669,1,-0.001753287126,0,0.2714316494,0,0.001110288675,0.003291259973,0.2681403894
2/14/1985,27.8,27.04,-0.0273381295,10,-0.0273381295,0,8/30/2002,28.98,-0.02273534636,0.0725388601,0.07217849974,1.021698652,1.108141823,1.0,0.07217849974,0.7632924036,0.8213220137,1.0,0.07217849974,0.8742562477,0.9519707676,0,0.001079136691,0.002174700979,0.9497960666,1,0.07217849974,0,0.3436101491,0,0.001035196687,0.003291259973,0.3403188892
2/15/1985,27.8,27.38,-0.01510791367,11,-0.0273381295,0,9/30/2002,30.45,0.007751937984,0.05072463768,0.07345998404,1.096752618,1.181601807,1.0,0.07345998404,0.8193638514,0.8947819978,1.0,0.07345998404,0.9384790977,1.025430752,0,0.001079136691,0.002174700979,1.023256051,1,0.07345998404,0,0.4170701332,0,0.0009852216749,0.003291259973,0.4137788732
2/19/1985,27.29,26.7,-0.02161964089,12,-0.0273381295,0,10/31/2002,27.22,-0.001998001998,-0.1060755337,-0.1138274716,0.9719120408,1.067774335,1.0,-0.1138274716,0.7260977358,0.7809545261,1.0,-0.1138274716,0.8316543948,0.91160328,0,0.001099303774,0.002174700979,0.909428579,1,-0.1138274716,0,0.3032426615,0,0.001102130786,0.003291259973,0.2999514016
2/20/1985,27.18,26.68,-0.01839587932,13,-0.0273381295,0,11/27/2002,26.89,-0.03163305654,-0.01212343865,-0.01012543665,0.962071007,1.057648898,-1.0,0.01012543665,0.7334497924,0.7910799628,1.0,-0.01012543665,0.8232335309,0.9014778433,0,0.001103752759,0.002174700979,0.8993031424,1,-0.01012543665,0,0.2931172249,0,0.001115656378,0.003291259973,0.2898259649
2/21/1985,27.14,26.65,-0.01805453206,14,-0.0273381295,0,12/31/2002,31.2,0.0003516174402,0.1602826329,0.1919156895,1.146707528,1.249564588,-1.0,-0.1919156895,0.5926892698,0.5991642733,-1.0,-0.1919156895,0.6652421002,0.7095621539,2,0.001105379514,0.004385460006,0.7051766938,1,0.1919156895,0,0.4850329144,0,0.0009615384615,0.003291259973,0.4817416544
2/22/1985,26.76,26.3,-0.01718983558,15,-0.0273381295,0,1/31/2003,33.51,-0.02288467329,0.07403846154,0.0736868441,1.231204787,1.323251432,1.0,0.0736868441,0.6363626716,0.6728511174,1.0,0.0736868441,0.7142616912,0.783248998,2,0.001121076233,0.006627612472,0.7766213855,1,0.0736868441,0,0.5587197585,0,0.0008952551477,0.003291259973,0.5554284985
2/25/1985,26.44,26.05,-0.01475037821,16,-0.0273381295,0,2/28/2003,36.6,-0.03913043478,0.09221128021,0.1150959535,1.372911475,1.438347385,1.0,0.1150959535,0.7096054401,0.7879470709,1.0,0.1150959535,0.7964703216,0.8983449515,0,0.001134644478,0.006627612472,0.891717339,1,0.1150959535,0,0.673815712,0,0.0008196721311,0.003291259973,0.670524452
2/26/1985,26.79,26.39,-0.01493094438,17,-0.0273381295,0,3/31/2003,31.04,-0.05709440362,-0.1519125683,-0.1127821335,1.21807159,1.325565252,1.0,-0.1127821335,0.6295746246,0.6751649374,1.0,-0.1127821335,0.7066426994,0.7855628179,0,0.001119820829,0.006627612472,0.7789352055,1,-0.1127821335,0,0.5610335785,0,0.0009664948454,0.003291259973,0.5577423185
2/27/1985,26.69,26.24,-0.01686024728,18,-0.0273381295,0,4/30/2003,25.8,-0.05483758295,-0.168814433,-0.1117200294,1.081988596,1.213845223,1.0,-0.1117200294,0.5592385291,0.563444908,1.0,-0.1117200294,0.6276965563,0.6738427886,0,0.001124016486,0.006627612472,0.6672151761,1,-0.1117200294,0,0.4493135491,0,0.001162790698,0.003291259973,0.4460222891
2/28/1985,26.73,26.08,-0.02431724654,19,-0.0273381295,1,5/30/2003,29.56,-0.01336990058,0.1457364341,0.2005740171,1.299007395,1.41441924,-1.0,-0.2005740171,0.4470698108,0.3628708909,-1.0,-0.2005740171,0.5017969365,0.4732687715,2,0.001122334456,0.008872281384,0.4643964901,1,0.2005740171,0,0.6498875661,0,0.00101488498,0.003291259973,0.6465963062
